account_id,customer_id,account_type,account_date,cutoff_date,balance
bf728e6d-,207,business,2023-09-01,2024-01-01,33000.41827003
1e533407-,207,checking,2020-08-20,2024-01-01,34550.13685744
4fecfb86-,207,checking,2021-12-18,2024-01-01,35796.97626944
bb02e3ee-,208,checking,2022-06-16,2024-01-01,9195.42088397
516fff54-,208,business,2020-09-03,2024-01-01,2512.17457651
f1c4a2aa-,209,checking,2022-05-15,2024-01-01,2602.05925605
d403fcfc-,210,business,2019-07-06,2024-01-01,15144.84519692
47736362-,211,business,2022-10-21,2024-01-01,37383.39434456
ea720e45-,211,checking,2022-11-19,2024-01-01,27936.58304236
0e670b63-,212,business,2019-11-26,2024-01-01,6596.12591659
a9039349-,213,checking,2023-11-11,2024-01-01,27560.12557676
20312e27-,213,savings,2023-08-30,2024-01-01,38240.20241372
96a79a00-,213,checking,2023-06-30,2024-01-01,27771.31046138
70c10c7f-,214,savings,2023-06-16,2024-01-01,37063.44618405
3122611e-,214,business,2022-12-19,2024-01-01,37815.92924244
2cf748d8-,215,savings,2019-01-14,2024-01-01,23036.88479869
a90820a5-,215,checking,2022-04-01,2024-01-01,43247.78164938
2b0b885c-,216,checking,2023-12-14,2024-01-01,43399.23304844
3f022e4a-,217,savings,2023-02-01,2024-01-01,11284.0302119
12ca4ce6-,218,business,2022-01-13,2024-01-01,34767.54576848
6117969a-,218,business,2023-02-23,2024-01-01,30902.82832835
888a67b9-,218,checking,2023-09-17,2024-01-01,9133.09926682
fa043e04-,219,savings,2020-03-26,2024-01-01,40862.96340928
0aab1984-,220,business,2021-05-18,2024-01-01,18189.95846869
a70e9170-,221,business,2022-03-09,2024-01-01,27399.65875633
fd8fa839-,221,checking,2018-09-06,2024-01-01,48971.00766375
1636a1e2-,222,checking,2023-12-28,2024-01-01,29064.04341087
eb0a6073-,222,business,2023-11-30,2024-01-01,49288.92681083
ea267e2b-,223,savings,2023-07-29,2024-01-01,7643.85641497
19f2b924-,223,checking,2023-06-20,2024-01-01,46019.66687966
eec2fe1d-,223,checking,2023-08-04,2024-01-01,43485.33193126
f71737e0-,224,business,2019-05-22,2024-01-01,43437.86095457
c704fa5c-,225,savings,2023-12-26,2024-01-01,35858.34759312
1264b46e-,226,business,2021-11-12,2024-01-01,20242.33676481
e8deaa34-,227,business,2017-06-30,2024-01-01,31987.69714063
c0d5d21e-,228,checking,2022-12-31,2024-01-01,19383.44406447
8c1b6dba-,228,savings,2023-08-03,2024-01-01,32047.76040416
2f69b126-,228,savings,2023-10-31,2024-01-01,20739.68789179
14e6c428-,229,checking,2022-04-27,2024-01-01,35040.47717065
44129e59-,229,checking,2018-12-16,2024-01-01,23280.08680465
341694b6-,229,checking,2021-10-29,2024-01-01,17037.17472789
0fb84576-,230,business,2022-12-12,2024-01-01,5563.94124639
6bc95f50-,231,business,2022-09-06,2024-01-01,33543.04722076
c9128885-,231,checking,2023-11-21,2024-01-01,42655.20574974
d90e4d45-,232,checking,2023-08-14,2024-01-01,11673.66681575
716e9b47-,232,checking,2023-11-11,2024-01-01,41417.53473417
6a1b65fb-,232,checking,2023-11-26,2024-01-01,14158.30507741
58f8fc27-,233,checking,2023-07-06,2024-01-01,27818.21623682
f4a90e77-,233,savings,2022-09-26,2024-01-01,28740.96343494
da445388-,234,checking,2023-06-09,2024-01-01,44813.57824389
52215d12-,234,savings,2023-07-15,2024-01-01,3251.20335727
b19d8fdb-,235,checking,2022-03-20,2024-01-01,1797.78626626
dc73a1be-,235,savings,2023-10-06,2024-01-01,22623.01149494
d0edd51e-,235,savings,2022-03-14,2024-01-01,49600.07370221
3ced0fb7-,236,savings,2022-07-22,2024-01-01,49789.00936798
1f930a45-,236,savings,2021-09-29,2024-01-01,44225.24043806
b859d205-,237,savings,2023-03-25,2024-01-01,43846.74509394
ec07d506-,237,checking,2023-10-10,2024-01-01,5573.65924176
17c10884-,238,checking,2020-05-09,2024-01-01,5038.60600457
afbd0055-,238,business,2023-11-19,2024-01-01,45286.21317295
b7d18888-,239,savings,2023-07-31,2024-01-01,20420.73677968
23ba7adf-,240,business,2023-01-15,2024-01-01,35272.6272047
9cc0e8ab-,240,savings,2023-04-03,2024-01-01,22032.31609701
0465f799-,241,business,2023-10-25,2024-01-01,5664.00022099
3466994a-,242,checking,2023-07-09,2024-01-01,4818.99735706
35a2fb42-,243,savings,2023-04-13,2024-01-01,26452.7684772
1d700fb4-,243,checking,2019-12-06,2024-01-01,1455.06043281
3d3e46ef-,243,business,2022-07-20,2024-01-01,17835.13335167
381d252e-,244,checking,2022-12-30,2024-01-01,35007.51905498
fda27367-,245,savings,2022-08-02,2024-01-01,12218.39650549
b92d550f-,245,savings,2023-06-18,2024-01-01,36807.40570643
bcff347c-,246,savings,2018-04-04,2024-01-01,16354.2223946
805d4a99-,247,savings,2023-05-12,2024-01-01,19753.33144441
e350e51a-,247,savings,2021-04-30,2024-01-01,32437.23127733
f72d00c5-,248,savings,2023-11-03,2024-01-01,4352.16876861
0a619bcf-,248,business,2021-06-09,2024-01-01,1415.2623557
cd70c678-,248,business,2021-03-31,2024-01-01,9041.71093974
425badd4-,249,business,2023-12-27,2024-01-01,11439.71711975
25c56eff-,249,business,2021-07-15,2024-01-01,8417.33241137
5704147f-,250,business,2023-10-29,2024-01-01,34641.74232391
d5c7dcaf-,250,savings,2023-06-14,2024-01-01,5247.71363983
e6765e82-,251,savings,2019-04-30,2024-01-01,37869.83668085
956dffc7-,252,business,2020-08-09,2024-01-01,19817.56355781
5b71dfc5-,252,checking,2022-02-21,2024-01-01,16410.67974093
610c8bf7-,252,savings,2020-07-24,2024-01-01,13141.53237322
18afa883-,253,savings,2023-08-04,2024-01-01,13160.18433211
f1b98755-,253,business,2023-12-23,2024-01-01,30400.38549407
da2396d7-,253,business,2023-09-21,2024-01-01,14961.11969031
27754437-,254,savings,2023-09-04,2024-01-01,42546.71311756
8f8cbb43-,254,business,2022-04-08,2024-01-01,43915.5322148
ed002120-,254,savings,2022-01-22,2024-01-01,26369.70726206
d7ddda57-,255,savings,2023-10-21,2024-01-01,37644.33840808
6666721c-,255,checking,2023-12-06,2024-01-01,32662.3189574
83209969-,255,savings,2023-07-21,2024-01-01,25249.49827722
214cd861-,256,savings,2022-12-10,2024-01-01,25479.54452236
4a8ead9d-,257,savings,2022-08-05,2024-01-01,26886.03854587
a1dfa99d-,257,savings,2022-02-18,2024-01-01,49357.24410932
c98136a6-,257,checking,2022-09-22,2024-01-01,7467.1611559
816df86a-,258,checking,2021-04-07,2024-01-01,18905.21067956
c41d926a-,258,business,2023-05-21,2024-01-01,9465.74529539
99b0e5b0-,258,checking,2020-12-07,2024-01-01,47768.1962131
a29e9301-,259,savings,2023-12-05,2024-01-01,29780.81134937
03c7ddc1-,260,checking,2020-07-08,2024-01-01,11571.40398734
edf8c53e-,261,checking,2023-07-30,2024-01-01,25823.91960947
8744b781-,262,business,2022-06-19,2024-01-01,25551.39930985
99f9fa34-,262,checking,2021-09-13,2024-01-01,21755.18652341
458ec827-,262,checking,2023-11-03,2024-01-01,5038.96278431
e801d818-,263,business,2022-09-10,2024-01-01,31186.30572767
061a262a-,263,checking,2022-04-09,2024-01-01,5096.25661511
7efd41ef-,263,savings,2020-05-23,2024-01-01,26053.93021647
6aad0a96-,264,savings,2022-06-06,2024-01-01,27283.11847158
9ebb590e-,265,business,2022-05-28,2024-01-01,32080.41812031
7e56a8f5-,265,business,2022-06-20,2024-01-01,34371.72855075
aa23abeb-,266,checking,2023-04-11,2024-01-01,35235.11819867
5dcf5dbc-,267,savings,2023-06-02,2024-01-01,3837.39125713
fbdfe174-,267,savings,2022-09-16,2024-01-01,46306.75996311
78ca282b-,267,savings,2022-08-23,2024-01-01,23215.22027256
534fc0b2-,268,savings,2023-06-12,2024-01-01,16155.2131298
c9c232c3-,268,business,2023-11-05,2024-01-01,33244.5656679
0d34e84a-,268,savings,2023-10-29,2024-01-01,6852.70733849
3f2198b5-,269,savings,2020-11-05,2024-01-01,35373.48094997
c82e07b2-,269,savings,2021-06-25,2024-01-01,25324.23369361
32c6774f-,269,checking,2019-03-11,2024-01-01,26627.26277369
a649e745-,270,checking,2023-11-28,2024-01-01,9181.18475543
c144daac-,270,savings,2023-06-21,2024-01-01,37739.0428206
14d3c9e6-,270,checking,2022-10-16,2024-01-01,36913.8560402
4f7ad2a3-,271,savings,2022-10-13,2024-01-01,17415.54028949
b48569da-,272,checking,2023-03-17,2024-01-01,26668.85636098
978ce57d-,272,checking,2023-02-25,2024-01-01,35903.83916182
44c3d0d3-,273,business,2022-09-19,2024-01-01,4776.43153303
c4e181a5-,273,checking,2022-03-22,2024-01-01,26028.31209187
0f2000fe-,273,savings,2023-08-16,2024-01-01,25480.89028231
1e9bec8b-,274,savings,2023-01-24,2024-01-01,19016.70111498
59522598-,274,checking,2023-11-22,2024-01-01,38893.11870964
4ee9ce95-,274,business,2023-11-18,2024-01-01,34031.90114659
0fdb8155-,275,savings,2022-06-22,2024-01-01,37298.21816036
4e396747-,276,savings,2023-12-28,2024-01-01,43075.76144698
7386743b-,277,savings,2023-11-21,2024-01-01,3253.0949646
539a4b3d-,278,checking,2023-12-24,2024-01-01,46091.10071774
b75a306c-,278,savings,2022-07-02,2024-01-01,46626.8437807
b479fc0c-,279,business,2023-10-21,2024-01-01,40352.65883642
cfe0af24-,280,business,2021-12-17,2024-01-01,33129.46142665
f1823750-,280,savings,2020-11-25,2024-01-01,16768.29870913
064e35df-,280,checking,2023-02-13,2024-01-01,45876.88347916
a6589ebf-,281,checking,2023-12-31,2024-01-01,41473.85278207
e428bf2d-,281,business,2023-12-31,2024-01-01,19267.60017016
ab8932bd-,282,business,2022-01-08,2024-01-01,45195.10945366
97e08f21-,282,savings,2022-02-06,2024-01-01,11936.06798658
96feae4b-,282,business,2021-12-03,2024-01-01,49089.27933313
947a6f6d-,283,savings,2021-09-05,2024-01-01,43972.57067106
bf2809b7-,283,checking,2021-10-02,2024-01-01,38902.84649579
ee80e7cc-,284,checking,2020-08-05,2024-01-01,5232.89059923
29c0c45f-,284,checking,2022-12-30,2024-01-01,1390.48950432
765944ee-,285,checking,2022-06-03,2024-01-01,28626.53030039
25f7d240-,286,business,2018-09-17,2024-01-01,31513.15867071
1c8cf9f3-,286,checking,2023-12-06,2024-01-01,19045.40775711
3b3d39af-,287,savings,2021-09-21,2024-01-01,36890.70350022
805ab1fc-,287,business,2022-07-07,2024-01-01,38263.62879576
7b3db905-,288,savings,2023-12-12,2024-01-01,1312.51625484
fbd5b5d6-,289,savings,2023-05-21,2024-01-01,12416.88935113
9c0f0f9e-,289,checking,2023-05-08,2024-01-01,32161.15013614
8b215080-,290,savings,2023-12-16,2024-01-01,47598.52284503
da5515c0-,290,savings,2022-08-28,2024-01-01,38187.52850747
bb09f97c-,290,checking,2023-05-27,2024-01-01,42601.29340117
040e68c0-,291,checking,2023-12-21,2024-01-01,6093.50194823
c77a99bf-,291,business,2023-04-14,2024-01-01,49172.67135285
4f4a4de8-,291,checking,2023-04-22,2024-01-01,25109.41496564
871f5723-,292,savings,2023-12-05,2024-01-01,35870.97126031
df80381c-,293,savings,2019-12-18,2024-01-01,46142.44574563
d6092e00-,294,checking,2020-03-28,2024-01-01,35341.49857524
1019a3da-,294,checking,2020-12-24,2024-01-01,23464.44339866
165f7bac-,294,business,2022-02-13,2024-01-01,5160.21845831
23fdca79-,295,business,2023-11-05,2024-01-01,7542.1786623
5e004dd1-,296,savings,2020-01-16,2024-01-01,30002.89240348
a07920dc-,296,savings,2019-11-23,2024-01-01,22314.16104331
323e625f-,297,savings,2020-08-28,2024-01-01,15292.12517879
b54e748c-,298,checking,2020-08-13,2024-01-01,35335.55470976
153d9380-,298,business,2022-03-15,2024-01-01,16986.32687021
369d64f8-,299,checking,2023-11-21,2024-01-01,12446.95010528
4707f841-,299,savings,2023-12-18,2024-01-01,7669.48047442
97afd4da-,300,savings,2021-11-15,2024-01-01,8615.11701477
d08e4196-,300,savings,2023-03-28,2024-01-01,23028.77063928
ec8fb12c-,300,checking,2021-06-23,2024-01-01,20919.11504355
e16ce607-,301,checking,2023-09-15,2024-01-01,48267.10139026
112da5dc-,301,savings,2023-09-10,2024-01-01,23143.93676897
500d7524-,301,checking,2023-11-26,2024-01-01,13985.38841882
726c1242-,302,savings,2023-07-07,2024-01-01,8723.15347621
cfaf68ec-,303,checking,2020-02-26,2024-01-01,41492.94770904
618ea5d7-,303,business,2023-10-17,2024-01-01,30561.82184053
f20423e0-,303,savings,2019-08-30,2024-01-01,41960.31279841
30b1c00e-,304,savings,2023-10-08,2024-01-01,5469.43228578
1b199bb7-,304,savings,2023-02-23,2024-01-01,48451.60020464
30f5ed59-,305,business,2023-01-25,2024-01-01,3398.58026193
4829949a-,305,checking,2022-12-10,2024-01-01,13748.17284334
85322a9b-,306,savings,2023-01-18,2024-01-01,47652.73373436
108fd4ae-,307,business,2023-05-10,2024-01-01,37655.84391323
38798e24-,307,savings,2022-05-28,2024-01-01,5641.53857261
f7a98ce2-,308,savings,2023-12-21,2024-01-01,6951.2095197
99197a18-,309,savings,2023-10-03,2024-01-01,7405.04663965
4969276e-,310,checking,2023-12-02,2024-01-01,34627.97783974
c750c1f8-,310,business,2023-11-07,2024-01-01,5117.93178718
b74106c0-,311,checking,2022-12-10,2024-01-01,45954.00049407
8a48694c-,311,savings,2021-09-11,2024-01-01,2068.20895419
0cabef2a-,311,savings,2021-03-28,2024-01-01,10689.76649808
09c494ed-,312,checking,2023-06-05,2024-01-01,40655.63459926
3b806226-,312,savings,2022-03-31,2024-01-01,45348.82054863
f6848a0c-,312,checking,2023-09-25,2024-01-01,7003.85530362
f6d2d4d4-,313,savings,2018-01-04,2024-01-01,9231.47122772
831a302a-,313,business,2020-08-08,2024-01-01,22224.66248469
71aed71b-,314,checking,2023-12-07,2024-01-01,25310.19316945
8a38a148-,314,checking,2021-01-26,2024-01-01,34477.43292083
f40391ff-,314,savings,2020-12-27,2024-01-01,18343.21938098
d63676e4-,315,checking,2020-12-02,2024-01-01,14712.87315976
72e1d66d-,316,savings,2023-01-10,2024-01-01,31091.22231111
f2efa333-,317,savings,2019-06-30,2024-01-01,32716.64162323
c4cf86ee-,317,checking,2022-10-23,2024-01-01,21187.61810851
d6963411-,317,business,2022-07-31,2024-01-01,24472.51556805
b04b6fcb-,318,checking,2023-10-21,2024-01-01,19767.74852518
b0a490be-,319,savings,2023-09-29,2024-01-01,32489.97375628
657062c6-,319,business,2023-07-28,2024-01-01,13208.2400017
ae64342f-,320,savings,2023-04-06,2024-01-01,49480.77717232
65490853-,320,business,2022-09-25,2024-01-01,18596.49338204
f4c29cf9-,320,business,2022-12-23,2024-01-01,39290.32018594
ec63f8c0-,321,business,2019-04-04,2024-01-01,25617.26952164
eed9dd65-,321,checking,2022-01-30,2024-01-01,14251.34855368
bf67202f-,322,checking,2022-02-28,2024-01-01,30258.70128521
8ef2ead6-,323,checking,2021-08-08,2024-01-01,3870.97028363
d6a46993-,324,business,2023-12-25,2024-01-01,18514.21174091
435665bc-,324,business,2023-01-19,2024-01-01,49980.68159376
a07c948e-,325,savings,2020-12-07,2024-01-01,13144.99564608
98c06e0b-,326,checking,2023-12-20,2024-01-01,27150.7886648
3aea0c11-,327,savings,2023-10-03,2024-01-01,38438.43646216
64fef5f0-,327,savings,2023-12-13,2024-01-01,29208.91332238
6afa7a3c-,327,checking,2023-04-19,2024-01-01,18385.42709369
6020d777-,328,savings,2021-01-08,2024-01-01,12591.00550438
4a11f48d-,329,business,2023-08-23,2024-01-01,35183.70161638
e03b37ef-,329,business,2019-04-15,2024-01-01,2382.12191663
0f14dbf9-,330,checking,2023-10-29,2024-01-01,47430.37801843
e0a79bda-,330,business,2023-12-09,2024-01-01,7963.01223034
85a7e42d-,330,savings,2023-04-01,2024-01-01,41998.14519593
9a94acb6-,331,business,2023-09-26,2024-01-01,16143.60053541
6a0b72d2-,331,checking,2023-08-27,2024-01-01,2860.2233188
2aa118c7-,332,savings,2021-05-22,2024-01-01,30481.47653581
21264890-,333,business,2022-12-28,2024-01-01,24421.46042014
213574eb-,334,business,2020-11-19,2024-01-01,10871.75478425
c9f38e15-,334,savings,2021-10-08,2024-01-01,17697.19316907
78ccc93b-,335,checking,2022-11-25,2024-01-01,3918.24217941
95b6652d-,336,business,2023-09-09,2024-01-01,35530.12074488
2e7a9f93-,337,savings,2023-07-11,2024-01-01,42477.56349138
ea4bc889-,338,savings,2021-07-12,2024-01-01,19305.94822409
963c7d5a-,338,business,2022-02-14,2024-01-01,20384.18255534
9a926d7b-,339,checking,2022-02-02,2024-01-01,15786.49253255
5e28b4be-,340,savings,2021-07-30,2024-01-01,36885.24924581
3188221e-,341,business,2022-11-06,2024-01-01,48072.44291807
8e031047-,341,business,2019-05-30,2024-01-01,16546.88626927
95dd71cb-,342,business,2021-07-14,2024-01-01,34984.45951633
4135da20-,342,business,2023-10-04,2024-01-01,39562.59783718
af622bb0-,342,savings,2021-10-05,2024-01-01,33611.05180426
a51f7752-,343,checking,2022-10-03,2024-01-01,16034.3382356
bd382a08-,344,checking,2021-01-21,2024-01-01,7240.06987145
a04bc84f-,344,business,2020-12-22,2024-01-01,1088.09742697
f69a4502-,344,business,2023-09-10,2024-01-01,47486.20983265
16e94083-,345,business,2022-07-09,2024-01-01,2586.75440343
dee01cdc-,345,business,2022-10-26,2024-01-01,16592.62868114
2b645de3-,346,savings,2020-12-16,2024-01-01,32342.6918664
d758eedb-,346,savings,2021-12-16,2024-01-01,46897.70188416
dd3f98d3-,346,savings,2023-11-16,2024-01-01,17227.25288214
0fd50299-,347,savings,2023-11-22,2024-01-01,17993.69610948
3de12efa-,348,savings,2022-04-30,2024-01-01,32173.15174178
cf8a6b0f-,348,savings,2021-05-06,2024-01-01,41261.42846599
f2dd489a-,349,business,2021-07-08,2024-01-01,36735.01140957
d4b8b95e-,349,checking,2022-09-06,2024-01-01,22884.86677079
659850e9-,349,checking,2020-11-16,2024-01-01,11274.52993562
2776d193-,350,savings,2023-12-05,2024-01-01,18173.57693297
e55a2ea8-,350,savings,2023-07-12,2024-01-01,36300.26581185
11c8d449-,350,savings,2023-12-10,2024-01-01,19910.91779972
b4d72f40-,351,checking,2023-06-19,2024-01-01,48485.98943018
5502ac6d-,351,checking,2020-04-14,2024-01-01,25161.01768022
f6da1bbe-,351,checking,2022-12-23,2024-01-01,18210.32729563
ae9a6b27-,352,savings,2023-09-05,2024-01-01,41611.54190075
2197e315-,352,business,2023-06-08,2024-01-01,32897.50859256
a5ca2703-,353,savings,2021-01-09,2024-01-01,8970.16907568
ae920017-,353,savings,2021-11-04,2024-01-01,40160.53372206
570d4a54-,353,savings,2022-04-17,2024-01-01,15450.52204269
e1b6a86f-,354,checking,2020-03-13,2024-01-01,47631.44444027
8de09863-,354,savings,2022-03-19,2024-01-01,17748.60185634
ebad41fa-,355,savings,2021-06-11,2024-01-01,36867.26917829
2bf04aac-,355,business,2022-12-06,2024-01-01,47149.87303323
9ade757e-,356,checking,2023-04-08,2024-01-01,30107.49665855
bb0eea37-,357,checking,2023-08-13,2024-01-01,35520.727683
7ae26b77-,357,checking,2023-11-24,2024-01-01,47179.670647
d518e87a-,357,savings,2021-05-24,2024-01-01,30758.56365709
87e1ff29-,358,savings,2019-09-01,2024-01-01,3624.23139037
c88dda71-,358,checking,2019-09-04,2024-01-01,11071.97335918
a006e28c-,359,checking,2023-11-12,2024-01-01,35162.63848656
d7bedfd3-,360,business,2022-07-12,2024-01-01,27466.14614873
8f714c94-,360,business,2023-07-18,2024-01-01,14794.63059882
022e623b-,360,savings,2023-01-07,2024-01-01,5699.88014871
38befdfb-,361,business,2023-06-27,2024-01-01,27933.46904332
eb28c5ac-,361,checking,2022-11-19,2024-01-01,8525.90679132
d7ccb1ba-,362,savings,2021-05-17,2024-01-01,21952.69191484
8eb88545-,362,checking,2019-11-20,2024-01-01,41370.96804707
47406152-,363,business,2022-06-25,2024-01-01,24536.09147507
d4876c9c-,363,savings,2019-09-14,2024-01-01,2261.04894385
6fc3429b-,363,savings,2022-11-29,2024-01-01,32271.34229465
5ee127e4-,364,checking,2023-08-14,2024-01-01,42344.684643
9da87674-,365,checking,2022-03-12,2024-01-01,24076.27819453
077e6920-,365,business,2022-09-10,2024-01-01,13985.21545876
634713dc-,366,business,2023-11-02,2024-01-01,19988.828734
88bf6e3b-,366,checking,2023-09-29,2024-01-01,44389.14194473
fe0b3fa2-,366,checking,2023-07-24,2024-01-01,10142.56411674
8a93133a-,367,checking,2022-10-20,2024-01-01,22547.28071979
d9840d74-,368,savings,2022-04-22,2024-01-01,42016.85885459
2b069bbc-,368,business,2023-08-15,2024-01-01,4020.32911334
69263095-,369,business,2021-02-05,2024-01-01,5738.42843026
b70078c3-,369,business,2021-10-26,2024-01-01,17845.77794076
b8643538-,369,business,2019-08-07,2024-01-01,21285.34599069
67b4ad10-,370,savings,2020-05-31,2024-01-01,28126.49340174
bc82889a-,370,checking,2023-05-30,2024-01-01,41101.8555284
024f80e5-,370,checking,2021-08-27,2024-01-01,48315.75749993
96c0ad47-,371,checking,2021-11-05,2024-01-01,29063.00024093
19894b85-,371,savings,2020-01-10,2024-01-01,24336.85177299
20a82eab-,371,savings,2018-05-05,2024-01-01,20345.41389522
cba6a4e6-,372,savings,2023-12-16,2024-01-01,25602.97204546
99ee9918-,372,business,2023-12-10,2024-01-01,40222.06649931
6434d003-,372,business,2023-12-28,2024-01-01,49154.98344148
19b854cb-,373,savings,2023-04-14,2024-01-01,47513.48600613
e5285589-,374,savings,2022-10-30,2024-01-01,47504.01266839
51ca4d2e-,374,savings,2021-11-29,2024-01-01,48636.07903855
9cca061f-,375,savings,2023-03-01,2024-01-01,3091.11913104
1c4142b7-,376,business,2019-08-14,2024-01-01,22334.26903109
9a37abea-,377,savings,2023-04-12,2024-01-01,41871.29781512
affe9e95-,377,checking,2020-04-20,2024-01-01,16667.72494934
0d344742-,377,business,2020-07-13,2024-01-01,45794.52290803
e6abb89f-,378,savings,2023-10-02,2024-01-01,20016.85849772
0b209388-,379,business,2022-03-06,2024-01-01,16980.21346312
a5f09ffe-,379,checking,2022-07-29,2024-01-01,26464.72069956
80d30492-,380,business,2023-07-19,2024-01-01,31529.83850085
923c89d9-,381,checking,2018-12-01,2024-01-01,6513.42328867
1c059605-,381,savings,2021-04-20,2024-01-01,8261.78732338
496d5322-,381,business,2020-02-27,2024-01-01,29551.17725701
09dc666a-,382,savings,2022-04-27,2024-01-01,28571.50421439
6f3db566-,383,checking,2023-07-03,2024-01-01,43506.28812049
a869598f-,384,checking,2023-10-28,2024-01-01,13942.69487835
56609d3e-,384,business,2023-09-03,2024-01-01,24793.65482203
54cb2f2e-,385,checking,2022-12-12,2024-01-01,2835.81785439
44e3d984-,385,checking,2023-01-19,2024-01-01,20745.72396315
dec42239-,385,business,2023-02-26,2024-01-01,30824.1079402
3cbc5dc8-,386,checking,2020-02-13,2024-01-01,2900.34409161
9d776248-,386,checking,2017-11-10,2024-01-01,34835.17395438
dde8e449-,386,savings,2022-04-16,2024-01-01,37541.74117212
317c4bbe-,387,checking,2022-03-29,2024-01-01,1991.41154107
816a80b1-,387,checking,2020-05-03,2024-01-01,16236.51559455
908d1f0b-,388,business,2021-10-09,2024-01-01,34557.7493296
343c6adc-,388,savings,2023-06-07,2024-01-01,7584.89052745
e2cd53dd-,389,checking,2023-08-11,2024-01-01,38927.5141095
59e0026e-,389,checking,2023-08-01,2024-01-01,14201.57906943
45c1af59-,389,checking,2023-11-21,2024-01-01,30643.97749031
f63f62b9-,390,savings,2023-08-09,2024-01-01,22644.1133049
3f7a806d-,391,business,2021-12-11,2024-01-01,24738.55615568
bf481327-,391,business,2022-02-08,2024-01-01,43492.25955696
472b4e20-,392,business,2023-09-24,2024-01-01,39783.02921198
c9749cca-,393,checking,2020-10-25,2024-01-01,35768.90051986
dba30dd9-,394,savings,2021-11-19,2024-01-01,39245.30505175
ec38a89f-,394,business,2022-10-07,2024-01-01,44087.29697663
3c6d6406-,395,savings,2022-02-08,2024-01-01,10445.40889475
912630a3-,396,savings,2022-04-13,2024-01-01,13225.02280489
856b22ed-,397,savings,2023-02-26,2024-01-01,45983.52239771
058b65cd-,397,business,2023-02-18,2024-01-01,10756.37884755
a9b3356a-,398,checking,2023-06-17,2024-01-01,25751.19237192
68371b1f-,398,business,2022-02-11,2024-01-01,46230.60485028
1f71a297-,399,savings,2022-02-14,2024-01-01,12854.96663489
bb82e528-,399,checking,2023-07-02,2024-01-01,30108.13607916
af50e3bd-,399,savings,2023-01-02,2024-01-01,48065.49853573
15a03657-,400,business,2022-12-16,2024-01-01,28015.35230978
5f2d268d-,400,checking,2018-08-28,2024-01-01,9012.16711137
99b271c2-,401,business,2020-10-20,2024-01-01,41712.63986642
f0df36ea-,401,savings,2020-07-16,2024-01-01,14968.3994453
eb465a66-,402,savings,2023-11-18,2024-01-01,8982.46287433
8213bfde-,402,business,2020-01-04,2024-01-01,39211.67662204
05f3f391-,403,savings,2022-11-20,2024-01-01,32721.61469631
097462fd-,404,savings,2022-12-05,2024-01-01,14185.09538418
1d329d97-,404,checking,2023-06-22,2024-01-01,26150.78045415
d75ba32e-,404,business,2023-10-01,2024-01-01,1436.00131743
eec45290-,405,business,2023-02-24,2024-01-01,9486.83216763
f8861c6c-,406,savings,2022-03-17,2024-01-01,13367.13162667
22c79531-,407,business,2023-11-11,2024-01-01,48384.19772505
dac93aee-,407,business,2023-10-07,2024-01-01,14493.54935263
8f61cf9e-,408,checking,2022-03-16,2024-01-01,23490.90292564
3093b905-,408,savings,2020-11-10,2024-01-01,23868.20275936
549b6b81-,409,business,2023-01-06,2024-01-01,41391.23025206
ad1c6806-,409,checking,2023-12-27,2024-01-01,29639.87063626
5df184e0-,409,savings,2022-08-18,2024-01-01,26064.17215595
52d842c8-,410,checking,2023-09-22,2024-01-01,28511.39874548
9025bd78-,410,business,2023-12-10,2024-01-01,30843.45512726
94843a0f-,410,checking,2023-07-03,2024-01-01,34536.243657
79dc8ccf-,411,savings,2022-03-31,2024-01-01,17477.8990405
183a21d5-,411,checking,2020-01-02,2024-01-01,32389.14253512
ea95e768-,412,checking,2021-07-27,2024-01-01,33149.86065659
03cbcac1-,412,business,2022-10-25,2024-01-01,15640.76448403
e9418f90-,413,business,2021-11-03,2024-01-01,38508.24502688
2587b7a8-,414,business,2019-07-09,2024-01-01,20800.82288657
25f66e91-,415,business,2022-01-03,2024-01-01,7856.54592024
2a71747b-,415,savings,2018-12-01,2024-01-01,33114.62795266
6afe961b-,416,checking,2023-02-19,2024-01-01,45438.66656355
3069f902-,416,checking,2020-11-14,2024-01-01,20025.47112927
a2ea0221-,417,business,2020-02-07,2024-01-01,35695.37900942
0007e2f5-,418,savings,2022-03-30,2024-01-01,17815.18543214
59fd6ac3-,418,business,2023-02-17,2024-01-01,11895.79650484
9d88ab1c-,418,business,2018-01-05,2024-01-01,32277.365904
f0356438-,419,business,2022-10-24,2024-01-01,18566.35945185
ccee072d-,419,checking,2022-10-13,2024-01-01,42425.54296799
0bb18a50-,420,business,2023-04-21,2024-01-01,9875.6570324
3e2a3a55-,420,savings,2023-06-14,2024-01-01,24068.26276533
e751bcfd-,420,business,2023-08-07,2024-01-01,13673.94067745
51d0bd6e-,421,savings,2023-03-19,2024-01-01,47399.2456295
bc86388e-,421,checking,2023-04-08,2024-01-01,33067.29757321
caff2a02-,421,savings,2023-10-21,2024-01-01,18408.88640987
a18fd34f-,422,checking,2023-08-15,2024-01-01,21603.15584106
31953e96-,422,checking,2023-11-20,2024-01-01,19212.43905848
620cec5b-,422,business,2023-12-21,2024-01-01,15408.50496087
bf60f4bc-,423,checking,2018-01-20,2024-01-01,3630.17076592
